,Date,Symbols,Close,High,Low,Open,Volume
274,2023-06-15,TSLA,255.9,258.95,247.29,248.4,160171238
275,2023-06-14,TSLA,256.79,261.57,250.5,260.17,170575536
276,2023-06-13,TSLA,258.71,259.68,251.34,253.51,162384343
277,2023-06-12,TSLA,249.83,250.97,244.59,247.94,150740523
278,2023-06-09,TSLA,244.4,252.42,242.02,249.07,200242371
279,2023-06-08,TSLA,234.86,235.23,223.01,224.22,164489739
280,2023-06-07,TSLA,224.57,230.8296,223.2,228.0,185710777
281,2023-06-06,TSLA,221.31,221.91,212.53,216.14,146911576
282,2023-06-05,TSLA,217.61,221.29,214.52,217.8,151143052
283,2023-06-02,TSLA,213.97,217.25,209.752,210.15,164398372
284,2023-06-01,TSLA,207.52,209.8,199.37,202.59,148029931
285,2023-05-31,TSLA,203.93,203.95,195.12,199.78,150711736
286,2023-05-30,TSLA,201.16,204.48,197.53,200.1,128818746
287,2023-05-26,TSLA,193.17,198.6,184.53,184.62,162061496
288,2023-05-25,TSLA,184.47,186.78,180.58,186.54,96870719
289,2023-05-24,TSLA,182.9,184.22,178.22,182.23,137605054
290,2023-05-23,TSLA,185.77,192.96,185.26,186.2,156952130
291,2023-05-22,TSLA,188.87,189.32,180.11,180.7,132001430
292,2023-05-19,TSLA,180.14,181.95,176.31,177.17,136196668
293,2023-05-18,TSLA,176.89,177.06,172.45,174.22,109520332
294,2023-05-17,TSLA,173.86,174.5,167.185,168.41,125473558
295,2023-05-16,TSLA,166.52,169.5184,164.35,165.65,98288792
296,2023-05-15,TSLA,166.35,169.76,164.5499,167.655,105592510
297,2023-05-12,TSLA,167.98,177.38,167.23,176.07,157849625
298,2023-05-11,TSLA,172.08,173.57,166.79,168.7,103889930
299,2023-05-10,TSLA,168.54,174.43,166.68,172.55,119840693
300,2023-05-09,TSLA,169.15,169.82,166.56,168.95,88965043
301,2023-05-08,TSLA,171.79,173.8,169.19,173.72,112249449
302,2023-05-05,TSLA,170.06,170.7899,163.51,163.97,107607259
303,2023-05-04,TSLA,161.2,162.95,159.65,162.71,95108492
304,2023-05-03,TSLA,160.61,165.0,159.91,160.01,119727972
305,2023-05-02,TSLA,160.31,165.49,158.93,161.88,128259744
306,2023-05-01,TSLA,161.83,163.28,158.83,163.17,109015048
307,2023-04-28,TSLA,164.31,165.0,157.32,160.9,122515812
308,2023-04-27,TSLA,160.19,160.48,152.37,152.64,127015177
309,2023-04-26,TSLA,153.75,160.67,153.14,160.29,153364142
310,2023-04-25,TSLA,160.67,163.47,158.75,159.82,121999312
311,2023-04-24,TSLA,162.55,165.65,158.61,164.65,140006559
312,2023-04-21,TSLA,165.08,166.0,161.3208,164.8,123538954
313,2023-04-20,TSLA,162.99,169.7,160.56,166.165,210970819
314,2023-04-19,TSLA,180.59,183.5,177.65,179.1,125732687
315,2023-04-18,TSLA,184.31,187.69,183.5775,187.15,92067016
316,2023-04-17,TSLA,187.04,189.69,182.69,186.32,116662189
317,2023-04-14,TSLA,185.0,186.28,182.01,183.95,96438664
318,2023-04-13,TSLA,185.9,186.5,180.94,182.955,112932985
319,2023-04-12,TSLA,180.54,191.5846,180.31,190.74,150256278
320,2023-04-11,TSLA,186.79,189.19,185.6475,186.69,115770892
321,2023-04-10,TSLA,184.51,185.1,176.11,179.94,142154637
322,2023-04-06,TSLA,185.06,186.39,179.74,183.08,123857932
323,2023-04-05,TSLA,185.52,190.68,183.76,190.515,133882493
324,2023-04-04,TSLA,192.58,198.7446,190.32,197.32,126463845
325,2023-04-03,TSLA,194.77,202.6897,192.2,199.91,169545900
326,2023-03-31,TSLA,207.46,207.79,197.2,197.53,170222118
327,2023-03-30,TSLA,195.28,197.33,194.42,195.58,110252238
328,2023-03-29,TSLA,193.88,195.29,189.44,193.13,123660026
329,2023-03-28,TSLA,189.19,192.35,185.43,192.0,98654635
330,2023-03-27,TSLA,191.81,197.39,189.94,194.415,120851587
331,2023-03-24,TSLA,190.41,192.36,187.15,191.65,116531584
332,2023-03-23,TSLA,192.22,199.31,188.65,195.26,144193876
333,2023-03-22,TSLA,191.15,200.66,190.95,199.3,150376373
334,2023-03-21,TSLA,197.58,198.0,188.04,188.28,153391444
335,2023-03-20,TSLA,183.25,186.44,176.35,178.08,129684359
336,2023-03-17,TSLA,180.13,186.2199,177.33,184.515,133197140
337,2023-03-16,TSLA,184.13,185.81,178.84,180.365,121374453
338,2023-03-15,TSLA,180.45,182.34,176.03,180.8,145995583
339,2023-03-14,TSLA,183.26,183.8,177.1401,177.31,143717897
340,2023-03-13,TSLA,174.48,177.35,163.91,167.455,167790256
341,2023-03-10,TSLA,173.44,178.29,168.44,175.13,191488872
